鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,解約情形_termination type,來源資料夾_
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉祥五街,36.11,住,,,1121226,土地1建物1車位1,八層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,147.67,3,2,2,有,無,11120000,79870,坡道平面,24.72,1300000,,RPWNMLTJJHJGFAU37CB,天悅,A棟A1號,,113_01
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1130106,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.98,5,2,5,有,無,9200000,53185,,0.0,0,,RPPNMLTJJHJGFCU86CB,晶匯首邸,A棟10號,,113_01
瑞穗鄉,房地(土地+建物),花蓮縣瑞穗鄉新生路,92.0,住,,,1130106,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,172.82,5,2,5,有,無,9500000,54970,,0.0,0,,RPQNMLTJJHJGFCU96CB,晶匯首邸,A棟13號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,28.44,住,,,1130110,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.31,2,2,2,有,無,9500000,88713,坡道平面,26.75,1200000,,RPPNMLLKJHJGFAU58CB,吉美登峰1,C棟8號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中央路三段與勝安四街交接處,27.04,住,,,1130108,土地1建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.34,2,2,1,有,無,7070000,87209,升降機械,5.15,600000,,RPQNMLLKJHJGFAU68CB,沐谷川流,A棟4樓之1號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,107.59,農,,,1130106,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,167.2,4,2,5,有,無,15000000,89713,,0.0,0,,RPRNMLLKJHJGFAU78CB,美墅館,A棟4號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.23,商,,,1130114,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,74.57,2,2,1,有,無,7600000,101918,,0.0,0,,RPPNMLPKJHJGFAU98CB,?富,1棟6D號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.98,商,,,1130105,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,80.01,2,2,1,有,無,8100000,101237,,0.0,0,,RPQNMLPKJHJGFAU09CB,?富,1棟6A號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里二街與東里三街口,49.19,住,,,1130105,土地2建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,167.32,3,2,2,有,無,13088000,77140,一樓平面,13.21,1200000,,RPRNMLPKJHJGFAU56CB,卓越,1棟7C號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,13.35,商,,,1130103,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,104.81,2,2,2,有,無,11000000,103611,坡道機械,9.26,1100000,,RPPNMLQKJHJGFAU09CB,三上御景,F棟1號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,13.78,商,,,1130116,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.85,3,2,2,有,無,9820000,92504,坡道機械,9.26,700000,,RPQNMLQKJHJGFAU56CB,三上御景,B棟1號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村,37.88,住,,,1121228,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,106.39,3,2,2,有,無,7880000,74067,,0.0,0,,RPPNMLRKJHJGFAU56CB,冠軍悅山,A棟2號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,8.9,商,,,1130112,土地1建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.95,2,2,1,有,無,7530000,97856,,0.0,0,,RPPNMLKLJHJGFAU58CB,超綻,A棟6-10F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1121225,土地1建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.23,2,2,2,有,無,8580000,90098,,0.0,0,,RPQNMLKLJHJGFAU68CB,超綻,B棟2-02F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,,,1121226,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.78,2,2,2,有,無,10550000,94089,坡道平面,24.72,1700000,,RPRNMLKLJHJGFAU78CB,超綻,C棟3-06F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.68,商,,,1130106,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.79,2,2,2,有,無,10880000,97587,坡道平面,24.72,1700000,,RPSNMLKLJHJGFAU88CB,超綻,D棟1-07F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.98,商,,,1130115,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,80.01,2,2,1,有,無,8880000,110986,,0.0,0,,RPPNMLLLJHJGFAU68CB,?富,1棟9A號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.23,商,,,1130116,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,74.57,2,2,1,有,無,6900000,92531,,0.0,0,,RPQNMLLLJHJGFAU78CB,?富,1棟3D號,1130224全部解約,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,14.06,住,,,1130105,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,41.56,1,0,1,有,無,3600000,86622,,0.0,0,,RPQNMLMLJHJGFAU88CB,文雲硯,1棟4A號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,17.67,商,,,1130117,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.38,3,2,2,有,無,13860000,95426,坡道平面,25.0,1800000,,RPQNMLNLJHJGFAU98CB,三上御景,E棟1號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中正路315巷2弄,13.78,商,,,1130117,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.85,3,2,2,有,無,10000000,94330,坡道機械,9.26,700000,,RPRNMLNLJHJGFAU09CB,三上御景,B棟1號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市中華路,33.18,住,,,1130113,土地2建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,151.53,2,2,3,有,無,11700000,76299,升降機械,7.36,700000,,RPPNMLNLJHJGFAU98DB,富貴傳家—中華大樓,1棟8F-C號,,113_01
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉新興一路,34.09,住,,,1130115,土地1建物0車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,71.2,1,1,2,有,無,5700000,80056,其他,0.0,600000,本停車位係屬於約定專用買受人有使用權無所有權面積：15平方公尺,RPTNMLNLJHJGFAU76DB,太魯閣讚2.0,C棟1C9號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中正路二段300巷,18.61,,特定農業區,甲種建築用地,1130104,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.53,2,2,1,有,無,5033000,84546,,0.0,0,,RPPNMLOLJHJGFAU98CB,沐晨,1棟5-C號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉昌隆三街,26.85,住,,,1130111,土地1建物1車位1,一層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,139.02,2,2,1,有,無,9700000,84077,坡道平面,41.49,1500000,,RPQNMLOLJHJGFAU09CB,欣悅敦峰,A棟02號,,113_01
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.47,住,,,1130113,土地1建物1車位1,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.94,2,2,2,有,無,8700000,78002,坡道平面,13.75,495000,,RPSNMLOLJHJGFAU66CB,千悅藏馥二期B、C區,C棟06號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉中央路三段與勝安四街交接處,27.04,住,,,1130117,土地1建物0車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.34,2,2,2,有,無,7880000,96779,升降機械,5.15,700000,,RPVNMLOLJHJGFAU96CB,沐谷川流,B棟1號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林六街,107.23,住,,,1130117,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,221.57,5,2,5,有,無,21650000,97712,,0.0,0,交易總價含下列非屬預售屋價格之費用:傢俱設備費；,RPPNMLPLJHJGFAU09CB,碧雲莊儷園,A棟1號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,36.73,住,,,1130123,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.54,3,2,2,有,無,10620000,77159,一樓平面,26.75,1300000,,RPQNMLPLJHJGFAU56CB,吉美登峰1,B棟4號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,14.06,住,,,1130105,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,41.56,1,1,1,有,無,3600000,86622,,0.0,0,,RPRNMLKMJHJGFAU88CB,文雲硯,1棟4A號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,13.14,住,,,1130124,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,38.95,1,1,1,有,無,3416000,87702,,0.0,0,,RPSNMLKMJHJGFAU98CB,文雲硯,1棟4D號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東里二街與東里三街,27.26,住,,,1130119,土地2建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,85.15,2,2,1,有,無,6568000,77134,,0.0,0,,RPTNMLKMJHJGFAU09CB,卓越,1棟7E號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市豐村96號旁,107.59,農,,,1130106,土地3建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,167.2,4,2,5,有,無,15000000,89713,,0.0,0,,RPPNMLKMJHJGFAU78DB,美墅館,A4棟1號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十街,32.82,住,,,1130120,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.79,2,2,2,有,無,6950000,77403,,0.0,0,,RPPNMLLMJHJGFAU78CB,喬家天城,1棟6B號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海十街,30.5,住,,,1130114,土地1建物1車位1,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.43,2,2,2,有,無,7350000,91131,一樓平面,13.75,1000000,,RPQNMLLMJHJGFAU88CB,喬家天城,1棟5A號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十街,32.82,住,,,1130114,土地1建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.79,2,2,2,有,無,6800000,75732,,0.0,0,,RPRNMLLMJHJGFAU98CB,喬家天城,1棟5B號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,14.52,住,,,1130129,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,42.87,1,1,1,有,無,3520000,82109,,0.0,0,,RPSNMLLMJHJGFAU09CB,文雲硯,1棟2B號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十街,29.6,住,,,1130129,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.74,2,2,2,有,無,8700000,87227,,0.0,0,,RPTNMLLMJHJGFAU56CB,典藏拉菲爾,1棟4F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市菁華街4巷2弄1號旁,20.62,住,,,1130116,土地2建物1車位1,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,118.27,2,2,1,有,無,10590000,105620,其他,34.1,1700000,,RPQNMLLMJHJGFAU98DB,鳳羽春堤,D棟2號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆三街,26.68,住,,,1130116,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.88,2,2,1,有,無,8050000,83092,,0.0,0,,RPPNMLLJKHJGFAU58CB,欣悅敦峰,A棟05號,,113_01
新城鄉,房地(土地+建物),花蓮縣新城鄉復興路,74.07,其他,,,1130127,土地5建物1車位0,二層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.29,2,2,2,有,無,8000000,77452,,0.0,0,,RPQNMLLJKHJGFAU68CB,藝川天闊AB區,A棟01號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福興一街,83.71,住,,,1130118,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,193.84,4,2,4,有,無,13200000,68097,,0.0,0,,RPRNMLLJKHJGFAU78CB,福興之星,1棟D1號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海七街,20.76,住,,,1130131,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.78,2,2,2,有,無,8320000,75721,坡道平面,24.75,1200000,移轉面積合約書內容為20.77平方公尺,RPPNMLMJKHJGFAU68CB,日出好學,C棟5號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉中原路一段,25.0,住,,,1130127,土地2建物1車位0,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.6,2,2,2,有,無,7130000,73810,,0.0,0,,RPQNMLMJKHJGFAU78CB,馥鈺,E棟2樓號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,9.12,商,,,1130126,土地1建物1車位0,四層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,66.43,2,2,1,有,無,6900000,103869,,0.0,0,,RPRNMLMJKHJGFAU88CB,?富,1棟5B號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東里五街,36.73,住,,,1130203,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.54,3,2,2,有,無,10580000,76828,坡道平面,26.75,1300000,,RPPNMLPJKHJGFAU98CB,吉美登峰1,B棟3號,,113_01
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉民生路,33.93,住,,,1130204,土地1建物1車位1,四層,4,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.37,2,2,2,有,無,9050000,80238,坡道平面,13.75,495000,,RPRNMLPJKHJGFAU56CB,千悅藏馥二期B、C區,C棟02號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市介林五街,13.34,住,,,1130110,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,37.84,1,0,1,有,無,3450000,91173,,0.0,0,,RPSNMLPJKHJGFAU66CB,文雲硯,3C棟3C號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉福興二街,26.9,住,,,1130112,土地2建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.56,2,2,2,有,無,7200000,77464,一樓平面,13.75,1250000,,RPPNMLQJKHJGFAU09CB,福華苑,第5樓D戶號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十九街,13.6,住,,,1130126,土地1建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,,41.1,1,0,1,有,無,3540000,86131,,0.0,0,,RPQNMLQJKHJGFAU56CB,原登II期,5樓B號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市介林五街,13.14,住,,,1130201,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,38.95,1,1,1,有,無,4520000,129762,其他,13.75,1250000,,RPRNMLRJKHJGFAU76CB,文雲硯,1棟2D號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十九街,26.15,住,,,1130129,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,78.46,2,2,2,有,無,8007000,105192,其他,13.75,1200000,,RPSNMLRJKHJGFAU86CB,原登II期,4A棟4A號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十九街,13.6,住,,,1130129,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,41.1,1,1,1,有,無,3549600,86365,,0.0,0,,RPTNMLRJKHJGFAU96CB,原登II期,4b棟4b號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉東海十四街,29.53,住,,,1130109,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,103.65,2,2,2,有,無,7050000,68017,,0.0,0,,RPPNMLRJKHJGFAU66DB,雙合苑一期,5樓棟B戶號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,16.02,商,,,1130110,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.57,4,2,2,有,無,15050000,95394,坡道平面,24.72,1900000,,RPPNMLSJKHJGFAU66CB,超綻,A棟1-10F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,16.02,商,,,1130112,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.57,4,2,2,有,無,14840000,94596,坡道平面,24.72,1800000,,RPQNMLSJKHJGFAU76CB,超綻,A棟1-11F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130112,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.96,2,2,2,有,無,10800000,94498,坡道平面,24.72,1800000,,RPRNMLSJKHJGFAU86CB,超綻,A棟2-11F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.08,商,,,1130112,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.24,2,2,2,有,無,8880000,100635,,0.0,0,,RPSNMLSJKHJGFAU96CB,超綻,A棟3-11F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國聯五路與國民九街交叉路口,10.97,商,,,1130110,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.23,2,2,2,有,無,9180000,96398,,0.0,0,,RPTNMLSJKHJGFAU07CB,超綻,B棟2-11F號,,113_01
新城鄉,房地(土地+建物)+車位,花蓮縣新城鄉嘉里三街,23.85,住,,,1130126,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,78.93,2,2,2,有,無,6100000,71004,一樓平面,9.92,1200000,,RPPNMLPKKHJGFAU09CB,臻新城裔,2B號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.98,商,,,1130205,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,80.01,2,2,1,有,無,8880000,110986,,0.0,0,,RPQNMLPKKHJGFAU56CB,?富,1棟8A號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市國富十街129號,10.23,商,,,1130203,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,74.57,2,2,1,有,無,8380000,112378,,0.0,0,,RPRNMLPKKHJGFAU66CB,?富,1棟8D號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,19.65,住,,,1130122,土地2建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.67,2,2,1,有,無,9500000,100352,坡道平面,39.94,1800000,,RPSNMLPKKHJGFAU76CB,天麗,D棟7F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕十街,15.49,住,,,1130206,土地1建物1車位0,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,52.2,1,1,1,有,無,4471200,85655,,0.0,0,,RPPNMLQKKHJGFAU56CB,典藏拉菲爾,1棟2D號,,113_01
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉里二街,96.0,住,,,1130208,土地1建物1車位0,一棟,3,其他,住家用,鋼筋混凝土造,,172.63,4,2,5,有,無,12000000,69513,,0.0,0,,RPRNMLQKKHJGFAU76CB,大森首席,一棟一號,,113_01
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉荳蘭三街,19.55,商,,,1130203,土地2建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.05,0,0,2,有,無,8100000,71609,升降平面,29.9,1000000,本戶無隔間、無地磚。,RPPNMLLLKHJGFAU88DB,吉安之星,A棟6F-2號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕二街,16.4,住,,,1130203,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.25,1,1,1,有,無,6270000,92292,一樓平面,12.65,1600000,,RPSNMLRLKHJGFAU07CB,後站富都心,1棟3B號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕二街,16.32,住,,,1130205,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.11,1,1,1,有,無,6350000,92335,一樓平面,13.75,1700000,,RPUNMLRLKHJGFAU27CB,後站富都心,1棟3C號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.28,住,,,1130203,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.2,1,1,1,有,無,4640000,92430,,0.0,0,,RPVNMLRLKHJGFAU37CB,後站富都心,1棟3F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.4,住,,,1130206,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.6,1,1,1,有,無,4750000,93874,,0.0,0,,RPPOMLRLKHJGFAU86CB,後站富都心,1棟4C號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.34,住,,,1130207,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.41,1,1,1,有,無,4730000,93831,,0.0,0,,RPQOMLRLKHJGFAU96CB,後站富都心,1棟4F號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.38,住,,,1130203,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.55,1,1,1,有,無,4740000,93769,,0.0,0,,RPROMLRLKHJGFAU07CB,後站富都心,1棟4G號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.31,住,,,1130210,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.33,1,1,1,有,無,4800000,95371,,0.0,0,,RPUOMLRLKHJGFAU37CB,後站富都心,1棟5G號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕二街,18.25,住,,,1130208,土地1建物1車位1,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.07,1,1,1,有,無,6900000,92330,一樓平面,13.75,1700000,,RPXOMLRLKHJGFAU67CB,後站富都心,1棟3I號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕二街,16.33,住,,,1130205,土地1建物1車位1,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.15,1,1,1,有,無,6430000,93849,一樓平面,13.75,1700000,,RPOPMLRLKHJGFAU86CB,後站富都心,1棟4H號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市球崙二路,26.35,住,,,1130203,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,109.06,2,2,2,有,無,11300000,103872,一樓平面,13.75,1400000,,RPSNMLTLKHJGFAU37DB,逸品,1棟8B號,,113_01
花蓮市,房地(土地+建物),花蓮縣花蓮市球崙二路,24.54,住,,,1130201,土地1建物1車位0,三層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,101.13,2,2,2,有,無,8000000,79106,,0.0,0,,RPTNMLTLKHJGFAU47DB,逸品,1棟3D號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,19.65,住,,,1130206,土地2建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.67,2,2,1,有,無,9450000,98397,坡道平面,39.94,1900000,,RPPNMLLJLHJGFAU68CB,天麗,D棟5F號,,113_01
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富十街39號旁,28.01,住,,,1130207,土地2建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.4,3,2,2,有,無,12480000,97547,坡道平面,39.94,1900000,,RPQNMLOJLHJGFAU09CB,天麗,B棟6F號,,113_01
吉安鄉,房地(土地+建物),花蓮縣吉安鄉昌隆三街,25.72,住,,,1130215,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.37,2,2,1,有,無,8000000,85681,,0.0,0,,RPQNMLKLKHJGFAU78CB,欣悅敦峰,C棟01號,,113_02
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉昌隆三街,32.73,住,,,1130216,土地1建物1車位1,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,160.28,3,2,2,有,無,11500000,84182,坡道平面,41.49,1500000,,RPPNMLMLKHJGFAU88CB,欣悅敦峰,B棟02號,,113_02
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕二街,16.39,住,,,1130219,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.58,1,1,1,有,無,4670000,92329,,0.0,0,,RPRNMLRLKHJGFAU96CB,後站富都心,1棟3A號,,113_02
